dataset,series_id,origin_id,origin_date,forecast_date,actual,forecast,model
store_item_demand,S01_I01,1,2016-03-01,2016-03-03,20.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-04,17.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-05,17.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-06,22.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-07,17.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-08,9.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-09,18.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-10,15.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-11,22.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-12,17.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-13,23.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-14,13.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-15,11.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-16,23.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-17,19.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-18,21.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-19,25.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-20,25.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-21,22.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-22,17.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-23,19.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-24,18.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-25,27.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-26,22.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-27,28.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-28,16.0,13.428571428571429,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-01,57.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-02,45.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-03,58.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-04,61.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-05,71.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-06,66.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-07,44.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-08,35.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-09,54.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-10,42.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-11,44.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-12,61.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-13,59.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-14,43.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-15,44.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-16,46.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-17,54.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-18,62.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-19,53.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-20,63.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-21,39.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-22,52.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-23,49.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-24,54.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-25,61.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-26,53.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-27,66.0,40.0,Moving Average
store_item_demand,S01_I02,1,2016-03-01,2016-03-28,39.0,40.0,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-01,2.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-02,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-03,1.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-04,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-05,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-06,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-07,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-08,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-09,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-10,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-11,2.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-12,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-13,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-14,1.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-15,2.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-16,1.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-17,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-18,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-19,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-20,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-21,1.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-22,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-23,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-24,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-25,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-26,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-27,0.0,0.4525644427910611,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-28,0.0,0.4525644427910611,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-01,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-02,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-03,3.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-04,1.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-05,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-06,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-07,1.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-08,1.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-09,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-10,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-11,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-12,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-13,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-14,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-15,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-16,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-17,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-18,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-19,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-20,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-21,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-22,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-23,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-24,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-25,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-26,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-27,0.0,0.008719413433679,SES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-28,0.0,0.008719413433679,SES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-01,2.0,0.559334191207237,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-02,0.0,0.5669848398251612,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-03,1.0,0.5746354884430853,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-04,0.0,0.5822861370610095,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-05,0.0,0.5899367856789336,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-06,0.0,0.5975874342968578,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-07,0.0,0.6052380829147819,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-08,0.0,0.6128887315327061,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-09,0.0,0.6205393801506301,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-10,0.0,0.6281900287685543,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-11,2.0,0.6358406773864784,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-12,0.0,0.6434913260044026,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-13,0.0,0.6511419746223267,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-14,1.0,0.6587926232402508,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-15,2.0,0.666443271858175,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-16,1.0,0.6740939204760992,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-17,0.0,0.6817445690940233,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-18,0.0,0.6893952177119473,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-19,0.0,0.6970458663298715,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-20,0.0,0.7046965149477957,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-21,1.0,0.7123471635657198,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-22,0.0,0.7199978121836439,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-23,0.0,0.7276484608015681,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-24,0.0,0.7352991094194922,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-25,0.0,0.7429497580374164,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-26,0.0,0.7506004066553404,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-27,0.0,0.7582510552732646,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-28,0.0,0.7659017038911887,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-01,0.0,0.0,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-02,0.0,0.0,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-03,3.0,0.0,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-04,1.0,0.0001984272246211,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-05,0.0,0.0016015371870836,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-06,0.0,0.003004647149546,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-07,1.0,0.0044077571120085,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-08,1.0,0.0058108670744709,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-09,0.0,0.0072139770369334,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-10,0.0,0.0086170869993958,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-11,0.0,0.0100201969618583,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-12,0.0,0.0114233069243207,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-13,0.0,0.0128264168867832,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-14,0.0,0.0142295268492456,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-15,0.0,0.0156326368117081,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-16,0.0,0.0170357467741706,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-17,0.0,0.018438856736633,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-18,0.0,0.0198419666990955,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-19,0.0,0.0212450766615579,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-20,0.0,0.0226481866240204,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-21,0.0,0.0240512965864828,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-22,0.0,0.0254544065489453,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-23,0.0,0.0268575165114077,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-24,0.0,0.0282606264738702,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-25,0.0,0.0296637364363326,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-26,0.0,0.0310668463987951,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-27,0.0,0.0324699563612576,DES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-28,0.0,0.03387306632372,DES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-01,2.0,0.4402714240812776,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-02,0.0,0.7151993095444309,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-03,1.0,0.5694348079598275,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-04,0.0,0.2429848839111832,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-05,0.0,0.4181810030682699,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-06,0.0,0.3630980475470963,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-07,0.0,0.563604899124801,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-08,0.0,0.4250761479983466,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-09,0.0,0.7000040334614999,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-10,0.0,0.5542395318768965,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-11,2.0,0.2277896078282522,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-12,0.0,0.4029857269853388,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-13,0.0,0.3479027714641652,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-14,1.0,0.54840962304187,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-15,2.0,0.4098808719154155,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-16,1.0,0.6848087573785688,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-17,0.0,0.5390442557939654,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-18,0.0,0.2125943317453212,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-19,0.0,0.3877904509024077,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-20,0.0,0.3327074953812342,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-21,1.0,0.533214346958939,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-22,0.0,0.3946855958324845,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-23,0.0,0.6696134812956378,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-24,0.0,0.5238489797110344,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-25,0.0,0.1973990556623901,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-26,0.0,0.3725951748194767,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-27,0.0,0.3175122192983032,TES
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-28,0.0,0.518019070876008,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-01,0.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-02,0.0,0.0806457276242352,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-03,3.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-04,1.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-05,0.0,0.0674027970313829,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-06,0.0,0.0197336623207305,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-07,1.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-08,1.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-09,0.0,0.0706451395464745,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-10,0.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-11,0.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-12,0.0,0.0574022089536222,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-13,0.0,0.0097330742429698,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-14,0.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-15,0.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-16,0.0,0.0606445514687138,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-17,0.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-18,0.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-19,0.0,0.0474016208758615,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-20,0.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-21,0.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-22,0.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-23,0.0,0.0506439633909532,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-24,0.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-25,0.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-26,0.0,0.0374010327981009,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-27,0.0,0.0,TES
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-28,0.0,0.0,TES
store_item_demand,S01_I01,1,2016-03-01,2016-03-01,16.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-02,17.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-03,20.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-04,17.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-05,17.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-06,22.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-07,17.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-08,9.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-09,18.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-10,15.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-11,22.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-12,17.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-13,23.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-14,13.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-15,11.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-16,23.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-17,19.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-18,21.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-19,25.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-20,25.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-21,22.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-22,17.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-23,19.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-24,18.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-25,27.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-26,22.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-27,28.0,15.203189218511303,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-28,16.0,15.203189218511303,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-01,57.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-02,45.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-03,58.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-04,61.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-05,71.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-06,66.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-07,44.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-08,35.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-09,54.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-10,42.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-11,44.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-12,61.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-13,59.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-14,43.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-15,44.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-16,46.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-17,54.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-18,62.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-19,53.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-20,63.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-21,39.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-22,52.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-23,49.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-24,54.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-25,61.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-26,53.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-27,66.0,42.015004316403214,SES
store_item_demand,S01_I02,1,2016-03-01,2016-03-28,39.0,42.015004316403214,SES
store_item_demand,S01_I01,1,2016-03-01,2016-03-01,16.0,13.58571667414148,DES
store_item_demand,S01_I01,1,2016-03-01,2016-03-02,17.0,13.150064200181651,DES
store_item_demand,S01_I01,1,2016-03-01,2016-03-03,20.0,12.714411726221822,DES
